county,address,name,dem,rep,grn,lib,unaf,oth,total,date,dem_perc,rep_perc,grn_perc,lib_perc,unaf_perc,oth_perc
BALTIMORE CITY,6285,2446,317,147,9,16,246,17,752,2018-08-30,42.15425531914894,19.54787234042553,1.196808510638298,2.127659574468085,32.71276595744681,2.2606382978723407
BALTIMORE CO.,4603,2192,394,217,11,18,311,34,985,2018-08-30,40,22.030456852791875,1.116751269035533,1.8274111675126905,31.573604060913706,3.451776649746193
CALVERT,436,202,37,25,1,1,44,3,111,2018-08-30,33.33333333333333,22.52252252252252,0.9009009009009009,0.9009009009009009,39.63963963963964,2.7027027027027026
CAROLINE,92,49,16,8,0,1,13,4,42,2018-08-30,38.095238095238095,19.047619047619047,0,2.380952380952381,30.952380952380953,9.523809523809524
CARROLL,1150,261,55,74,1,8,53,5,196,2018-08-30,28.061224489795915,37.755102040816325,0.5102040816326531,4.081632653061225,27.040816326530614,2.5510204081632653
CECIL,633,212,75,30,2,5,61,3,176,2018-08-30,42.61363636363637,17.045454545454543,1.1363636363636365,2.840909090909091,34.659090909090914,1.7045454545454544
CHARLES,759,338,83,34,0,4,72,1,194,2018-08-30,42.78350515463917,17.525773195876287,0,2.0618556701030926,37.11340206185567,0.5154639175257731
DORCHESTER,203,55,13,7,1,5,44,0,70,2018-08-30,18.571428571428573,10,1.4285714285714286,7.142857142857142,62.857142857142854,0
FREDERICK,2295,569,131,132,7,9,241,11,531,2018-08-30,24.670433145009415,24.858757062146893,1.3182674199623352,1.694915254237288,45.38606403013183,2.0715630885122414
GARRETT,84,39,10,4,0,1,4,0,19,2018-08-30,52.63157894736842,21.052631578947366,0,5.263157894736842,21.052631578947366,0
HARFORD,2035,837,212,151,9,10,141,8,531,2018-08-30,39.92467043314501,28.436911487758948,1.694915254237288,1.8832391713747645,26.55367231638418,1.5065913370998116
HOWARD,1061,480,116,80,1,4,103,13,317,2018-08-30,36.59305993690852,25.236593059936908,0.31545741324921134,1.2618296529968454,32.49211356466877,4.100946372239748
KENT,62,25,7,3,0,0,10,1,21,2018-08-30,33.33333333333333,14.285714285714285,0,0,47.61904761904761,4.761904761904762
MONTGOMERY,6005,1674,382,420,29,43,1486,86,2446,2018-08-30,15.617334423548652,17.170891251022077,1.1856091578086672,1.757972199509403,60.752248569092394,3.515944399018806
PR. GEORGE'S,5793,2427,392,139,7,12,288,42,880,2018-08-30,44.54545454545455,15.795454545454547,0.7954545454545454,1.3636363636363635,32.72727272727273,4.772727272727273
QUEEN ANNE'S,207,100,15,23,0,1,23,0,62,2018-08-30,24.193548387096776,37.096774193548384,0,1.6129032258064515,37.096774193548384,0
ST. MARY'S,562,214,35,28,0,3,22,4,92,2018-08-30,38.04347826086957,30.434782608695656,0,3.260869565217391,23.91304347826087,4.3478260869565215
SOMERSET,111,26,3,4,1,1,4,2,15,2018-08-30,20,26.666666666666668,6.666666666666667,6.666666666666667,26.666666666666668,13.333333333333334
TALBOT,127,66,12,16,0,2,15,0,45,2018-08-30,26.666666666666668,35.55555555555556,0,4.444444444444445,33.33333333333333,0
WASHINGTON,553,203,47,39,1,5,40,4,136,2018-08-30,34.55882352941176,28.676470588235293,0.7352941176470588,3.6764705882352944,29.411764705882355,2.941176470588235
WICOMICO,505,202,37,21,2,3,26,2,91,2018-08-30,40.65934065934066,23.076923076923077,2.197802197802198,3.296703296703297,28.57142857142857,2.197802197802198
WORCESTER,370,138,38,33,0,1,25,1,98,2018-08-30,38.775510204081634,33.6734693877551,0,1.0204081632653061,25.510204081632654,1.0204081632653061
Total,38165,14397,2767,1901,95,184,3574,262,8783,2018-08-30,31.504041899123308,21.644085164522373,1.0816349766594557,2.094956165319367,40.692246385062056,2.9830354093134464
ALLEGANY,254,68,25,11,1,3,24,3,67,2018-09-30,37.3134328358209,16.417910447761194,1.4925373134328357,4.477611940298507,35.82089552238806,4.477611940298507
ANNE ARUNDEL,3793,1417,283,199,5,22,371,20,900,2018-09-30,31.444444444444446,22.11111111111111,0.5555555555555556,2.4444444444444446,41.22222222222222,2.2222222222222223
BALTIMORE CITY,4929,1732,232,105,11,20,206,15,589,2018-09-30,39.38879456706282,17.826825127334462,1.8675721561969438,3.395585738539898,34.974533106960955,2.5466893039049237
BALTIMORE CO.,5639,2237,382,214,14,27,352,40,1029,2018-09-30,37.12342079689018,20.796890184645285,1.3605442176870748,2.623906705539359,34.207968901846456,3.8872691933916426
CALVERT,433,175,41,42,0,2,51,9,145,2018-09-30,28.27586206896552,28.965517241379313,0,1.3793103448275863,35.172413793103445,6.206896551724138
CAROLINE,124,54,9,8,0,1,9,0,27,2018-09-30,33.33333333333333,29.629629629629626,0,3.7037037037037033,33.33333333333333,0
CARROLL,658,302,52,72,7,6,79,8,224,2018-09-30,23.214285714285715,32.142857142857146,3.125,2.6785714285714284,35.267857142857146,3.571428571428571
CECIL,498,208,54,30,3,3,59,7,156,2018-09-30,34.61538461538461,19.230769230769234,1.9230769230769231,1.9230769230769231,37.82051282051282,4.487179487179487
CHARLES,889,361,76,38,1,1,83,4,203,2018-09-30,37.4384236453202,18.7192118226601,0.49261083743842365,0.49261083743842365,40.88669950738916,1.9704433497536946
DORCHESTER,223,38,12,8,0,3,6,0,29,2018-09-30,41.37931034482759,27.586206896551722,0,10.344827586206897,20.689655172413794,0
FREDERICK,2157,579,112,140,8,16,243,10,529,2018-09-30,21.17202268431002,26.46502835538752,1.5122873345935728,3.0245746691871456,45.93572778827977,1.890359168241966
GARRETT,76,35,7,5,1,1,7,0,21,2018-09-30,33.33333333333333,23.809523809523807,4.761904761904762,4.761904761904762,33.33333333333333,0
HARFORD,1951,580,130,97,3,17,138,22,407,2018-09-30,31.941031941031937,23.832923832923832,0.7371007371007371,4.176904176904177,33.90663390663391,5.405405405405405
HOWARD,1643,753,138,139,5,19,218,17,536,2018-09-30,25.74626865671642,25.932835820895523,0.9328358208955223,3.544776119402985,40.67164179104478,3.171641791044776
KENT,64,40,12,4,1,0,6,1,24,2018-09-30,50,16.666666666666664,4.166666666666666,0,25,4.166666666666666
MONTGOMERY,9283,4992,747,526,34,46,963,99,2415,2018-09-30,30.93167701863354,21.78053830227743,1.4078674948240166,1.9047619047619049,39.87577639751553,4.099378881987578
PR. GEORGE'S,4677,2169,296,109,16,10,268,61,760,2018-09-30,38.94736842105263,14.342105263157896,2.1052631578947367,1.3157894736842104,35.26315789473684,8.026315789473685
QUEEN ANNE'S,232,102,14,20,0,1,29,1,65,2018-09-30,21.53846153846154,30.76923076923077,0,1.5384615384615385,44.61538461538462,1.5384615384615385
ST. MARY'S,697,186,34,44,2,5,45,4,134,2018-09-30,25.37313432835821,32.83582089552239,1.4925373134328357,3.731343283582089,33.582089552238806,2.9850746268656714
SOMERSET,70,25,6,0,0,0,6,0,12,2018-09-30,50,0,0,0,50,0
TALBOT,202,78,15,22,0,2,21,1,61,2018-09-30,24.59016393442623,36.0655737704918,0,3.278688524590164,34.42622950819672,1.639344262295082
WASHINGTON,1116,333,102,60,6,4,126,5,303,2018-09-30,33.663366336633665,19.801980198019802,1.9801980198019802,1.3201320132013201,41.584158415841586,1.65016501650165
WICOMICO,959,173,37,29,1,3,29,7,106,2018-09-30,34.90566037735849,27.358490566037734,0.9433962264150944,2.8301886792452833,27.358490566037734,6.60377358490566
WORCESTER,255,100,16,27,0,1,17,4,65,2018-09-30,24.615384615384617,41.53846153846154,0,1.5384615384615385,26.153846153846157,6.153846153846154
Total,40822,16737,2832,1949,119,213,3356,338,8807,2018-09-30,32.156239355058474,22.13012376518678,1.3511979107528103,2.41853071420461,38.10605200408766,3.8378562507096627
ALLEGANY,267,88,34,14,1,5,39,3,96,2016-09-30,35.41666666666667,14.583333333333334,1.0416666666666665,5.208333333333334,40.625,3.125
ANNE ARUNDEL,3782,1523,381,307,9,15,381,25,1118,2016-09-30,34.078711985688734,27.45974955277281,0.8050089445438283,1.3416815742397137,34.078711985688734,2.23613595706619
BALTIMORE CITY,5352,2548,397,175,11,29,367,35,1014,2016-09-30,39.15187376725838,17.258382642998026,1.0848126232741617,2.8599605522682445,36.19329388560158,3.451676528599606
BALTIMORE CO.,5847,3305,609,334,16,27,705,58,1749,2016-09-30,34.81989708404803,19.096626643796455,0.9148084619782733,1.5437392795883362,40.308747855917666,3.316180674671241
CALVERT,552,316,57,47,0,5,79,3,191,2016-09-30,29.84293193717277,24.60732984293194,0,2.6178010471204187,41.361256544502616,1.5706806282722512
CAROLINE,145,73,17,10,1,1,26,5,60,2016-09-30,28.333333333333332,16.666666666666664,1.6666666666666667,1.6666666666666667,43.333333333333336,8.333333333333332
CARROLL,982,321,101,110,3,7,125,14,360,2016-09-30,28.055555555555557,30.555555555555557,0.8333333333333334,1.9444444444444444,34.72222222222222,3.888888888888889
CECIL,439,204,47,22,1,3,43,4,120,2016-09-30,39.166666666666664,18.333333333333332,0.8333333333333334,2.5,35.833333333333336,3.3333333333333335
CHARLES,1120,593,107,51,1,2,122,9,292,2016-09-30,36.64383561643836,17.465753424657535,0.3424657534246575,0.684931506849315,41.78082191780822,3.0821917808219177
DORCHESTER,178,68,28,8,3,3,12,1,55,2016-09-30,50.90909090909091,14.545454545454545,5.454545454545454,5.454545454545454,21.818181818181817,1.8181818181818181
FREDERICK,1906,737,173,128,3,9,208,6,527,2016-09-30,32.82732447817837,24.28842504743833,0.5692599620493358,1.7077798861480076,39.46869070208729,1.1385199240986716
GARRETT,128,64,12,8,0,0,13,0,33,2016-09-30,36.36363636363637,24.242424242424242,0,0,39.39393939393939,0
HARFORD,1765,767,196,132,4,13,263,28,636,2016-09-30,30.81761006289308,20.754716981132077,0.628930817610063,2.044025157232704,41.35220125786164,4.40251572327044
HOWARD,2310,1284,232,194,9,15,367,42,859,2016-09-30,27.0081490104773,22.58440046565774,1.0477299185098952,1.7462165308498252,42.724097788125725,4.889406286379511
KENT,85,52,15,8,0,1,12,1,37,2016-09-30,40.54054054054054,21.62162162162162,0,2.7027027027027026,32.432432432432435,2.7027027027027026
MONTGOMERY,15785,6963,1069,765,33,59,2286,207,4419,2016-09-30,24.190993437429285,17.311608961303463,0.7467752885268161,1.335143697669156,51.73116089613035,4.684317718940937
PR. GEORGE'S,7855,4063,542,222,11,20,666,133,1594,2016-09-30,34.00250941028858,13.927227101631118,0.6900878293601004,1.2547051442910917,41.78168130489335,8.34378920953576
QUEEN ANNE'S,290,151,27,18,0,1,41,5,92,2016-09-30,29.347826086956523,19.565217391304348,0,1.0869565217391304,44.565217391304344,5.434782608695652
ST. MARY'S,810,374,84,69,0,5,98,9,265,2016-09-30,31.69811320754717,26.037735849056602,0,1.8867924528301887,36.9811320754717,3.3962264150943398
SOMERSET,97,39,9,4,0,0,13,2,28,2016-09-30,32.142857142857146,14.285714285714285,0,0,46.42857142857143,7.142857142857142
TALBOT,239,121,14,18,0,1,26,5,64,2016-09-30,21.875,28.125,0,1.5625,40.625,7.8125
WASHINGTON,994,408,130,60,5,3,111,4,313,2016-09-30,41.533546325878596,19.169329073482427,1.5974440894568689,0.9584664536741214,35.46325878594249,1.2779552715654952
WICOMICO,556,233,55,34,2,4,65,7,167,2016-09-30,32.93413173652694,20.359281437125748,1.1976047904191618,2.3952095808383236,38.92215568862276,4.191616766467066
WORCESTER,465,211,42,25,3,1,44,3,118,2016-09-30,35.59322033898305,21.1864406779661,2.5423728813559325,0.847457627118644,37.28813559322034,2.5423728813559325
Total,51949,24506,4378,2763,116,229,6112,609,14207,2016-09-30,30.81579503061871,19.448159358062927,0.8164989089885268,1.6118814668825228,43.02104596325755,4.286619272189766
ALLEGANY,243,58,27,14,1,0,13,0,55,2014-09-30,49.09090909090909,25.454545454545453,1.8181818181818181,0,23.636363636363637,0
ANNE ARUNDEL,2192,667,188,127,2,9,115,0,441,2014-09-30,42.63038548752834,28.798185941043087,0.45351473922902497,2.0408163265306123,26.077097505668934,0
BALTIMORE CITY,2173,841,119,57,4,3,70,13,266,2014-09-30,44.73684210526316,21.428571428571427,1.5037593984962405,1.1278195488721803,26.31578947368421,4.887218045112782
BALTIMORE CO.,3790,1593,260,132,8,10,137,45,592,2014-09-30,43.91891891891892,22.2972972972973,1.3513513513513513,1.6891891891891893,23.14189189189189,7.601351351351352
CALVERT,730,202,19,30,0,0,13,6,68,2014-09-30,27.941176470588236,44.11764705882353,0,0,19.11764705882353,8.823529411764707
CAROLINE,98,33,10,2,0,0,7,0,19,2014-09-30,52.63157894736842,10.526315789473683,0,0,36.84210526315789,0
CARROLL,629,189,71,94,3,4,42,11,225,2014-09-30,31.555555555555554,41.77777777777778,1.3333333333333335,1.7777777777777777,18.666666666666668,4.888888888888889
CECIL,397,132,32,20,1,0,32,2,87,2014-09-30,36.7816091954023,22.988505747126435,1.1494252873563218,0,36.7816091954023,2.2988505747126435
CHARLES,528,198,44,23,1,1,21,4,94,2014-09-30,46.808510638297875,24.46808510638298,1.0638297872340425,1.0638297872340425,22.340425531914892,4.25531914893617
DORCHESTER,108,31,7,4,0,1,9,0,21,2014-09-30,33.33333333333333,19.047619047619047,0,4.761904761904762,42.857142857142854,0
FREDERICK,1069,456,65,62,2,5,56,0,190,2014-09-30,34.21052631578947,32.631578947368425,1.0526315789473684,2.631578947368421,29.47368421052631,0
GARRETT,72,22,9,4,0,1,4,3,21,2014-09-30,42.857142857142854,19.047619047619047,0,4.761904761904762,19.047619047619047,14.285714285714285
HARFORD,882,412,101,70,0,4,68,14,257,2014-09-30,39.29961089494164,27.237354085603112,0,1.556420233463035,26.459143968871597,5.447470817120623
HOWARD,2776,419,80,69,2,3,49,21,224,2014-09-30,35.714285714285715,30.80357142857143,0.8928571428571428,1.3392857142857142,21.875,9.375
KENT,56,22,3,2,0,1,6,0,12,2014-09-30,25,16.666666666666664,0,8.333333333333332,50,0
MONTGOMERY,4715,1691,260,171,6,13,626,68,1144,2014-09-30,22.727272727272727,14.947552447552448,0.5244755244755245,1.1363636363636365,54.72027972027972,5.944055944055944
PR. GEORGE'S,3736,1429,138,47,3,3,85,52,328,2014-09-30,42.073170731707314,14.329268292682926,0.9146341463414633,0.9146341463414633,25.914634146341463,15.853658536585366
QUEEN ANNE'S,165,64,18,7,0,1,19,0,45,2014-09-30,40,15.555555555555555,0,2.2222222222222223,42.22222222222222,0
ST. MARY'S,391,126,31,19,2,1,30,2,85,2014-09-30,36.470588235294116,22.35294117647059,2.3529411764705883,1.1764705882352942,35.294117647058826,2.3529411764705883
SOMERSET,96,36,12,0,0,1,1,1,15,2014-09-30,80,0,0,6.666666666666667,6.666666666666667,6.666666666666667
TALBOT,139,58,13,8,1,1,5,2,30,2014-09-30,43.333333333333336,26.666666666666668,3.3333333333333335,3.3333333333333335,16.666666666666664,6.666666666666667
WASHINGTON,656,213,39,31,0,1,27,1,99,2014-09-30,39.39393939393939,31.313131313131315,0,1.0101010101010102,27.27272727272727,1.0101010101010102
WICOMICO,444,154,31,12,0,3,24,4,74,2014-09-30,41.891891891891895,16.216216216216218,0,4.054054054054054,32.432432432432435,5.405405405405405
WORCESTER,270,103,26,10,2,3,11,3,55,2014-09-30,47.27272727272727,18.181818181818183,3.6363636363636362,5.454545454545454,20,5.454545454545454
Total,26355,9149,1603,1015,38,69,1470,252,4447,2014-09-30,36.04677310546436,22.824375983809308,0.854508657521925,1.5516078255003374,33.05599280413762,5.666741623566449
