county,dem,rep,grn,lib,unaf,oth,total,date,conf.mailing,inactive,dem_perc,rep_perc,grn_perc,lib_perc,unaf_perc,oth_perc
TALBOT,10153,11626,46,156,4846,186,27013,2018-06-30,3,1435,37.585606929996665,43.038537000703364,0.17028837966904822,0.5774997223559026,17.939510606004518,0.6885573612704994
WASHINGTON,32081,42528,258,705,19391,484,95447,2018-06-30,0,8932,33.611323561767264,44.55666495542028,0.270307081416912,0.7386298154997014,20.315986882772638,0.5070877031231993
WICOMICO,26507,22811,139,414,11027,432,61330,2018-06-30,1,3990,43.220283711071254,37.19386923202348,0.22664275232349584,0.6750366867764552,17.97978150986467,0.7043861079406489
WORCESTER,14039,16854,82,248,6950,289,38462,2018-06-30,2,2282,36.50096198845614,43.819874161510064,0.21319744163070045,0.64479226249285,18.06978316260205,0.7513909833082003
Total,2155862,1010660,9217,21403,708606,32006,3937754,2018-06-30,77,290958,54.748519079658095,25.665899901314305,0.23406744047495096,0.5435331917636298,17.995182025083334,0.812798361705683
ALLEGANY,13647,21529,142,289,7188,287,43082,2018-07-31,543,3002,31.676802376862728,49.97214613991922,0.3296040109558516,0.67081379694536,16.68446218838494,0.6661714869318973
ANNE ARUNDEL,160960,134554,809,2779,83195,1256,383553,2018-07-31,1975,21566,41.96551715147581,35.08094057405365,0.2109226104345423,0.7245413280563573,21.690613813475583,0.3274645225040607
BALTIMORE CITY,302977,30500,1218,1391,45793,1700,383579,2018-07-31,2295,26004,78.98685798753321,7.951425912263184,0.31753563151267405,0.36263716209698654,11.938349075418623,0.443194231175325
BALTIMORE CO.,309589,143111,1415,3173,92007,4496,553791,2018-07-31,5333,26171,55.90358095382554,25.84205954954125,0.25551155580354323,0.572959835028016,16.61402948043576,0.811858625365887
CALVERT,23681,27510,137,478,13358,381,65545,2018-07-31,892,4171,36.12937676405522,41.97116484857732,0.20901670607979253,0.7292699671981082,20.37989167747349,0.5812800366160653
CAROLINE,6775,9401,25,114,3821,113,20249,2018-07-31,169,1057,33.458442392216895,46.426984048594996,0.12346288705615091,0.5629907649760483,18.87006765766211,0.5580522494938022
CARROLL,32314,63639,264,931,24245,823,122216,2018-07-31,825,7251,26.4400733128232,52.070923610656536,0.21601099692347975,0.7617660535445441,19.83782810761275,0.6733979184394842
CECIL,21467,28241,156,434,14220,548,65066,2018-07-31,1629,7202,32.992653613254234,43.40362093873913,0.23975655488273445,0.66701503089171,21.854732118156946,0.8422217440752466
CHARLES,67866,24992,161,506,18224,500,112249,2018-07-31,814,7660,60.460226817165406,22.264786323263458,0.14343112188081852,0.45078352591114396,16.235333945068554,0.4454382667106166
DORCHESTER,9921,8175,27,113,3005,102,21343,2018-07-31,116,1299,46.48362460759968,38.302956472848244,0.12650517734151712,0.529447594058942,14.079557700416997,0.47790844773462027
FREDERICK,63913,67135,439,1332,39371,344,172534,2018-07-31,527,11170,37.043713123210495,38.91117113148713,0.2544426026174551,0.7720217464383832,22.819270404673862,0.19938099157267553
GARRETT,4238,12848,36,111,2499,130,19862,2018-07-31,107,1297,21.337226865371058,64.68633571644345,0.181250629342463,0.5588561071392609,12.581814520189305,0.6545161615144497
HARFORD,64157,77615,383,1362,34892,1112,179521,2018-07-31,579,9665,35.73788024799327,43.2344962427794,0.2133455138953103,0.7586856133822784,19.43616624238947,0.6194261395602743
HOWARD,107712,55757,495,1240,48096,1788,215088,2018-07-31,281,13726,50.07810756527561,25.92287807781001,0.23013836197277393,0.5765082198913932,22.361080116045525,0.8312876590046864
KENT,6038,4766,28,79,2065,102,13078,2018-07-31,175,851,46.16913901208136,36.44288117449152,0.21410001529285821,0.6040679002905643,15.789876127848295,0.7799357699954121
MONTGOMERY,385404,113867,1600,3062,143420,4678,652031,2018-07-31,1069,81753,59.10823258403358,17.46343348705813,0.2453871058277904,0.46960957377793383,21.99588669863856,0.7174505506640022
PR. GEORGE'S,454926,40461,1029,1621,66884,11369,576290,2018-07-31,6610,42891,78.94046400249874,7.020944316229675,0.17855593537975673,0.2812819934408024,11.605962275937461,1.972791476513561
QUEEN ANNE'S,10766,17938,73,258,6583,175,35793,2018-07-31,177,2056,30.078506970636713,50.11594445841365,0.20395049311317856,0.7208113318246585,18.391864331014443,0.48892241499734584
ST. MARY'S,25804,29724,137,545,14476,410,71096,2018-07-31,892,5812,36.29458759986497,41.808259255091706,0.19269719815460787,0.766569145943513,20.361201755373017,0.5766850455721841
SOMERSET,5900,5308,20,61,1828,72,13189,2018-07-31,67,1011,44.734248237167336,40.2456592615058,0.15164151944802487,0.4625066343164759,13.860034877549474,0.5459094700128895
TALBOT,10197,11621,44,159,4860,187,27068,2018-07-31,218,1463,37.671789567016404,42.93261415693808,0.16255356878971478,0.5874094872173784,17.954780552682134,0.6908526673562879
WASHINGTON,32015,42476,254,713,19365,491,95314,2018-07-31,744,9349,33.588979583272135,44.56428226703317,0.26648760937532784,0.748053801120507,20.317057305327655,0.5151394338712046
WICOMICO,26498,22861,134,408,11048,429,61378,2018-07-31,1942,4140,43.171820522011146,37.24624458274952,0.21831926748998015,0.664733292059044,17.999934830069407,0.6989475056209066
WORCESTER,13988,16953,81,245,6898,300,38465,2018-07-31,560,2254,36.36552710256077,44.07383335499805,0.2105810477057065,0.6369426751592357,17.933186013258805,0.7799298063174315
Total,2160753,1010982,9107,21404,707341,31793,3941380,2018-07-31,28539,292821,54.82224500048206,25.650457453988196,0.23106120191405038,0.5430585226494273,17.946531417929762,0.8066464030364999
ALLEGANY,13643,21556,139,290,7236,286,43150,2018-08-30,151,3070,31.61761297798378,49.95596755504055,0.32213209733487835,0.6720741599073001,16.769409038238702,0.6628041714947857
ANNE ARUNDEL,162122,135107,819,2824,84082,1279,386233,2018-08-30,2072,22491,41.9751807846559,34.98069817959625,0.2120481678158003,0.7311648668031991,21.76976074027854,0.33114726085031576
BALTIMORE CITY,304437,30630,1240,1426,46573,1734,386040,2018-08-30,326,26113,78.8615169412496,7.934410941871309,0.32121023728111076,0.3693917728732774,12.06429385555901,0.4491762511656823
BALTIMORE CO.,309780,142906,1415,3203,92145,4496,553945,2018-08-30,60,27615,55.92251938369333,25.797868019388204,0.25544052207349105,0.5782162489055773,16.634322902093167,0.8116329238462302
CALVERT,23748,27572,140,482,13436,380,65758,2018-08-30,706,4023,36.1142370510052,41.929499072356215,0.21290185224611455,0.7329906627330515,20.43249490556282,0.5778764560965965
CAROLINE,6796,9456,26,117,3846,111,20352,2018-08-30,2,1049,33.39229559748428,46.4622641509434,0.127751572327044,0.5748820754716981,18.89740566037736,0.5454009433962264
CARROLL,32324,63597,263,937,24336,817,122274,2018-08-30,251,7592,26.435709962870273,52.011874969331174,0.2150906979406906,0.7663117261232969,19.902841160017665,0.668171483716898
CECIL,21456,28275,156,430,14310,551,65178,2018-08-30,447,7455,32.91908312620823,43.38120224615668,0.23934456411672653,0.6597318113473871,21.955260977630488,0.845377274540489
CHARLES,68127,25003,160,508,18304,503,112605,2018-08-30,27,7424,60.50086585853204,22.204165001554106,0.1420896052573154,0.45113449669197636,16.25505084143688,0.44669419652768527
DORCHESTER,9933,8177,27,110,3016,104,21367,2018-08-30,128,1342,46.487574296812845,38.26929377076801,0.1263630832592315,0.5148125614264988,14.11522441147564,0.4867318762577807
FREDERICK,64379,67384,444,1345,39700,341,173593,2018-08-30,106,10920,37.08617282954958,38.81723341378972,0.255770681997546,0.7748008272222958,22.86958575518598,0.19643649225487203
GARRETT,4209,12853,36,112,2511,129,19850,2018-08-30,1,1340,21.20403022670025,64.75062972292191,0.181360201511335,0.5642317380352645,12.649874055415616,0.6498740554156172
HARFORD,64683,78181,390,1391,35475,1108,181228,2018-08-30,1407,9368,35.69150462400953,43.13958108018628,0.21519853444280135,0.7675414395126581,19.57478976758558,0.6113845542631381
HOWARD,108051,55720,496,1263,48440,1793,215763,2018-08-30,1126,13673,50.078558418264485,25.824631656029993,0.22988186111613207,0.5853644971566023,22.450559178357736,0.8310043890750499
KENT,6018,4771,30,78,2074,101,13072,2018-08-30,14,865,46.03733170134639,36.49785801713586,0.2294981640146879,0.5966952264381885,15.865973072215422,0.7726438188494492
MONTGOMERY,387071,113505,1574,3041,142695,4639,652525,2018-08-30,4787,80990,59.31895329680855,17.394735833876098,0.24121681161641317,0.4660357840695759,21.86812765794414,0.7109306156852228
PR. GEORGE'S,457051,40513,1046,1654,67810,11378,579452,2018-08-30,6529,43630,78.87642117034716,6.991605862090388,0.18051538350027269,0.28544210737041203,11.702436094793011,1.9635793818987595
QUEEN ANNE'S,10796,18001,71,257,6622,178,35925,2018-08-30,33,2112,30.051496172581764,50.10716771050801,0.197633959638135,0.7153792623521225,18.43284620737648,0.4954766875434934
ST. MARY'S,25648,29622,137,547,14559,413,70926,2018-08-30,661,6325,36.16163325155796,41.764656120463584,0.19315906719679668,0.7712263485886699,20.527028170205565,0.5822970419874235
SOMERSET,5913,5309,19,61,1835,72,13209,2018-08-30,15,923,44.76493300022712,40.192293133469605,0.14384132031190855,0.4618063441592853,13.892043303808011,0.5450828980240745
TALBOT,10227,11608,45,160,4882,187,27109,2018-08-30,219,1501,37.72547862333543,42.81972776568667,0.16599653251687632,0.590209893393338,18.008779372164227,0.6898078129034638
WASHINGTON,32101,42516,254,714,19434,492,95511,2018-08-30,43,9589,33.60974128634398,44.51424443257845,0.2659379547905477,0.7475578729151616,20.34739454094293,0.5151239124289348
WICOMICO,26544,22923,136,406,11115,422,61546,2018-08-30,54,4139,43.1287167322003,37.24531244922497,0.22097293081597505,0.6596691905241608,18.059662691320312,0.6856660059142755
WORCESTER,14037,17071,84,251,6962,300,38705,2018-08-30,581,2410,36.266632218059684,44.10541273737243,0.21702622400206692,0.6484950264823666,17.987340136933213,0.7750936571502389
Total,2169094,1012256,9147,21607,711398,31814,3955316,2018-08-30,19746,295959,54.83996727442258,25.592291488214848,0.23125838744616106,0.5462774655678585,17.98587015550717,0.8043352288413871
ALLEGANY,13663,21643,138,294,7265,295,43298,2018-09-30,8,3035,31.555730056815555,49.986142546999865,0.3187214190031872,0.6790151970067901,16.77906600766779,0.6813247725068133
ANNE ARUNDEL,162981,135621,832,2875,84524,1352,388185,2018-09-30,5,22226,41.98539356234785,34.93720777464354,0.2143307958834061,0.7406262477942218,21.774154076020455,0.3482875433105349
BALTIMORE CITY,304930,30776,1258,1452,47023,1749,387188,2018-09-30,36,25883,78.75502339948552,7.948593448144053,0.324906763639369,0.37501162226102047,12.144746221473806,0.4517185449962292
BALTIMORE CO.,311012,143282,1413,3224,92838,4541,556310,2018-09-30,10,27291,55.90623932699395,25.755783645808993,0.2539950746885729,0.5795329941938847,16.68817745501609,0.8162715032985206
CALVERT,23847,27662,139,487,13539,377,66051,2018-09-30,10,3990,36.10391969841486,41.8797595797187,0.21044344521657507,0.7373090490681443,20.497797156742518,0.5707710708392
CAROLINE,6828,9465,25,119,3879,114,20430,2018-09-30,0,1026,33.421439060205586,46.328928046989724,0.12236906510034262,0.5824767498776309,18.986784140969164,0.5580029368575624
CARROLL,32514,63781,257,946,24442,821,122761,2018-09-30,7,7234,26.485610250812552,51.95542558304348,0.20934987496028867,0.7706030416826191,19.910232076962554,0.6687791725385097
CECIL,21501,28444,154,436,14420,559,65514,2018-09-30,3,7397,32.81893946332082,43.41667429862319,0.23506426107396894,0.6655066092743536,22.010562627835274,0.8532527398723937
CHARLES,68493,25077,166,512,18390,506,113144,2018-09-30,6,7355,60.53613094817224,22.163791274835607,0.14671568974050767,0.45252068160927666,16.2536237007707,0.447217704871668
DORCHESTER,9966,8219,27,106,3043,107,21468,2018-09-30,2,1324,46.42258244829514,38.28488913732067,0.1257685858021241,0.4937581516675983,14.17458542947643,0.49841624743804736
FREDERICK,64942,67637,446,1352,39911,348,174636,2018-09-30,33,10770,37.18706337753957,38.730273254082775,0.2553883506264459,0.7741817265626789,22.85382166334547,0.1992716278430564
GARRETT,4204,12866,36,112,2519,131,19868,2018-09-30,0,1332,21.159653714515805,64.75739883229313,0.18119589289309443,0.5637205556674049,12.678679283269577,0.6593517213609825
HARFORD,64963,78516,397,1396,35711,1111,182094,2018-09-30,13,9296,35.67553022065527,43.11838940327523,0.21801926477533579,0.7666370116533219,19.61129965841818,0.6101244412226653
HOWARD,108681,55799,503,1270,48833,1814,216900,2018-09-30,24,13536,50.10650069156293,25.725680036883357,0.23190410327339786,0.5855232826187183,22.514061779621947,0.8363301060396497
KENT,6031,4802,30,80,2094,102,13139,2018-09-30,3,855,45.9015145749296,36.547682472029834,0.22832787883400563,0.6088743435573484,15.937285942613594,0.7763147880356192
MONTGOMERY,391412,113905,1583,3124,144643,4747,659414,2018-09-30,156,78218,59.35755079509989,17.273670258744886,0.24006163047796983,0.4737539694334667,21.935081754406184,0.7198815918376013
PR. GEORGE'S,457480,40484,1040,1673,68243,11319,580239,2018-09-30,40,42902,78.84337316174886,6.977124943342313,0.17923648703379125,0.2883294642380123,11.761188062160592,1.950747881476426
QUEEN ANNE'S,10851,18074,70,256,6666,175,36092,2018-09-30,1,2096,30.06483431231298,50.07757951900699,0.1939487975174554,0.7092984594924083,18.469466917876538,0.48487199379363843
ST. MARY'S,25769,29748,134,558,14678,411,71298,2018-09-30,1,6280,36.142668798563776,41.72347050408146,0.18794356082919578,0.7826306488260539,20.58683273023086,0.5764537574686527
SOMERSET,5904,5329,19,63,1839,74,13228,2018-09-30,1,899,44.63259752041125,40.28575748412459,0.1436347142425159,0.4762624735409737,13.902328394315088,0.5594194133655882
TALBOT,10291,11631,46,164,4896,200,27228,2018-09-30,1,1484,37.79565153518437,42.71705597179374,0.16894373439106802,0.6023211400029381,17.981489643014545,0.7345379756133392
WASHINGTON,32306,42744,250,720,19526,523,96069,2018-09-30,2,9454,33.62791327067004,44.493020641413985,0.26022962662253174,0.7494613246728914,20.324974757726217,0.5444003788943363
WICOMICO,26626,22990,138,411,11243,429,61837,2018-09-30,4,4095,43.05836311593383,37.17838834354836,0.22316735934796317,0.6646506137102383,18.181671167747464,0.6937593997121464
WORCESTER,14101,17162,84,252,7003,316,38918,2018-09-30,151,2380,36.23259160285729,44.09784675471504,0.21583842951847476,0.6475152885554243,17.994244308546172,0.8119636158075955
Total,2179296,1015657,9185,21882,717168,32121,3975309,2018-09-30,517,290358,54.82079506272343,25.549133413276802,0.2310512214270639,0.5504477765124673,18.040559865912307,0.8080126601479282
ALLEGANY,14468,20997,113,241,6858,314,42991,2016-09-30,2,2796,33.6535553953153,48.84045497894908,0.26284571189318695,0.5605824474890093,15.95217603684492,0.7303854295085017
ANNE ARUNDEL,158100,135494,806,2310,79585,791,377086,2016-09-30,41,25443,41.926775324461794,35.93185639350175,0.21374434479137383,0.6125923529380566,21.105265111937328,0.20976647236969817
BALTIMORE CITY,306126,31956,1201,1310,44862,1416,386871,2016-09-30,153,41212,79.12870181533378,8.26011771365649,0.3104393971116987,0.3386141633774566,11.596113433159891,0.36601347736067064
BALTIMORE CO.,306606,142767,1347,2846,88232,4342,546140,2016-09-30,169,30078,56.140550042113745,26.14109935181455,0.24664005566338304,0.521111802834438,16.155564507269197,0.7950342403046838
CALVERT,23552,25857,140,380,12593,389,62911,2016-09-30,24,4683,37.437014194655944,41.100920347792915,0.22253659932285294,0.6040279124477436,20.017167109090618,0.618333836689927
CAROLINE,6858,8766,28,113,3623,129,19517,2016-09-30,2,1261,35.13859712045909,44.91468975764718,0.14346467182456318,0.5789824255777015,18.56330378644259,0.6609622380488804
CARROLL,32459,62991,247,762,22825,788,120072,2016-09-30,19,5682,27.03294689852755,52.46102338596842,0.20570990738890002,0.6346192284629223,19.0094276767273,0.6562729029249117
CECIL,22364,27293,136,387,13750,566,64496,2016-09-30,7,6579,34.675018605805015,42.317353014140416,0.2108657901265195,0.6000372116100223,21.319151575291492,0.8775738030265443
CHARLES,64110,26204,135,418,17274,463,108604,2016-09-30,39,7223,59.0309749180509,24.128024750469596,0.12430481381901219,0.3848845346396081,15.905491510441605,0.4263194725792788
DORCHESTER,10199,7852,25,105,2905,112,21198,2016-09-30,6,1349,48.11302953108784,37.04123030474573,0.1179356543070101,0.4953297480894424,13.704123030474575,0.5283517312954052
FREDERICK,60658,66184,411,1062,36531,262,165108,2016-09-30,43,10492,36.738377304552174,40.085277515323305,0.24892797441674538,0.6432153499527582,22.125517842866486,0.15868401288853357
GARRETT,4443,12502,39,90,2389,146,19609,2016-09-30,7,1094,22.65796318017237,63.75643837013616,0.19888826559233005,0.45897292059768474,12.183181192309654,0.7445560711917997
HARFORD,64011,75647,343,1143,32780,1085,175009,2016-09-30,21,9487,36.57583324286179,43.22463416167169,0.19598992051837336,0.6531092686661829,18.730465290356495,0.6199681159254667
HOWARD,102483,57293,462,1114,44421,1842,207615,2016-09-30,57,12081,49.36204031500614,27.595790284902343,0.22252727404089298,0.5365700936830191,21.395852900801966,0.8872191315656383
KENT,6061,4704,22,56,1956,115,12914,2016-09-30,0,892,46.9335604770017,36.42558463682825,0.17035775127768313,0.43363791234319343,15.146352795415826,0.8905064271333437
MONTGOMERY,381791,122053,1561,2708,143025,4100,655238,2016-09-30,120,60588,58.267530271443356,18.62727741675544,0.2382340462549486,0.4132849437914162,21.827946486620128,0.6257268351347144
PR. GEORGE'S,450755,42915,892,1394,63091,12249,571296,2016-09-30,314,60720,78.90042989973674,7.51186775331877,0.1561362236038761,0.24400660953341177,11.043487089004648,2.1440724248025544
QUEEN ANNE'S,10841,17333,74,207,6299,175,34929,2016-09-30,5,2065,31.037246986744538,49.62352200177503,0.21185834120644736,0.5926307652666839,18.03372555755962,0.5010163474476796
ST. MARY'S,25780,29118,120,466,13660,403,69547,2016-09-30,12,5564,37.06845730225603,41.868089205860784,0.17254518527039267,0.6700504694666916,19.641393589946368,0.5794642471997354
SOMERSET,6006,5073,16,39,1686,76,12896,2016-09-30,4,1605,46.57258064516129,39.33777915632754,0.12406947890818859,0.3024193548387097,13.073821339950372,0.5893300248138957
TALBOT,9985,11658,42,135,4753,190,26763,2016-09-30,8,1505,37.30897134103053,43.5601389978702,0.15693307925120503,0.5044277547360161,17.7595934685947,0.7099353585173561
WASHINGTON,32156,41909,235,600,18527,380,93807,2016-09-30,100,7512,34.278891767138916,44.67577046489068,0.25051435393947147,0.6396111164412037,19.750125257176972,0.40508704041276233
WICOMICO,26029,22241,136,347,10479,435,59667,2016-09-30,13,5096,43.62377863810817,37.27521075301256,0.2279316875324719,0.5815609968659393,17.562471718035095,0.729046206445774
WORCESTER,14412,16223,83,215,6803,306,38042,2016-09-30,41,2952,37.88444350980495,42.644971347458075,0.21817990641922086,0.5651648178329215,17.882866305662162,0.8043741128226697
Total,2140253,1015030,8614,18448,678907,31074,3892326,2016-09-30,1207,307959,54.98647852209707,26.07772319173677,0.2213072594638784,0.47395824501853134,17.44219266320447,0.7983401184792847
ALLEGANY,15187,20302,118,207,6583,379,42776,2014-09-30,1,2817,35.50355339442678,47.46119319244436,0.2758556199738171,0.48391621469983165,15.389470731251171,0.8860108472040397
ANNE ARUNDEL,147763,124730,827,1767,75929,324,351340,2014-09-30,54,30683,42.056981840951785,35.50122388569476,0.2353845278078215,0.502931633175841,21.61125974839187,0.09221836397791312
BALTIMORE CITY,293464,30105,1204,1090,46003,1364,373230,2014-09-30,103,42905,78.62819173164,8.066071859175308,0.3225892881065295,0.2920451196313265,12.32564370495405,0.3654582964927793
BALTIMORE CO.,298518,131834,1305,2334,84460,4835,523286,2014-09-30,32,37136,57.046815699254324,25.19348883784393,0.2493856132210684,0.44602760249653156,16.140313327702252,0.9239689194818894
CALVERT,23314,24057,129,271,12031,464,60266,2014-09-30,10,4271,38.68516244648724,39.91803006670428,0.2140510403876149,0.4496731158530515,19.963163309328642,0.769920021239173
CAROLINE,6970,7798,32,89,3430,148,18467,2014-09-30,2,1776,37.743001028862295,42.22667460876158,0.1732820707207451,0.48194075919207235,18.573671955379865,0.8014295770834462
CARROLL,31341,59560,269,603,21502,876,114151,2014-09-30,45,5608,27.45573845169994,52.176503052973686,0.2356527757093674,0.5282476719433031,18.836453469527207,0.7674045781464901
CECIL,22960,24752,129,298,13350,662,62151,2014-09-30,133,6242,36.94228572347991,39.82558607262956,0.2075590095090988,0.47947740181171666,21.47994400733697,1.0651477852327396
CHARLES,59194,24500,123,328,16509,532,101186,2014-09-30,16,7404,58.50018777301208,24.212835767793965,0.121558318344435,0.32415551558516,16.31549819144941,0.5257644338149546
DORCHESTER,10371,7297,30,69,2745,118,20630,2014-09-30,9,1460,50.271449345613185,35.370819195346584,0.1454192922927775,0.33446437227338827,13.305865244789143,0.5719825496849249
FREDERICK,54743,61605,401,777,34316,190,152032,2014-09-30,46,10930,36.00755104188592,40.52107451062934,0.2637602609976847,0.5110766154493791,22.57156388128815,0.12497368974952641
GARRETT,4629,12085,36,75,2374,189,19388,2014-09-30,2,985,23.87559315040231,62.33237053847741,0.18568186507117806,0.3868372188982876,12.24468743552713,0.9748297916236848
HARFORD,63234,69542,321,915,31036,1220,166268,2014-09-30,5,8059,38.03137103952655,41.82524598840426,0.19306180383477278,0.5503163567252869,18.66624966920875,0.7337551423003825
HOWARD,94024,55966,476,925,43484,2201,197076,2014-09-30,109,11984,47.70951308124785,28.39818141224705,0.24153118593841968,0.4693620735147862,22.064584221315634,1.1168280257362642
KENT,6011,4572,30,58,1951,130,12752,2014-09-30,0,918,47.13770388958595,35.853199498117945,0.23525721455457965,0.45483061480552073,15.299560853199498,1.019447929736512
MONTGOMERY,358446,122130,1597,2214,149244,3728,637359,2014-09-30,57,44055,56.23926233096262,19.161885216965636,0.25056522305325574,0.3473709479273063,23.416002598221723,0.584913682869466
PR. GEORGE'S,429207,41743,746,1052,58384,14761,545893,2014-09-30,66,56488,78.62474880608471,7.6467366315376815,0.13665681736164415,0.19271175853143382,10.695136226330067,2.7040097601544626
QUEEN ANNE'S,11005,15951,53,153,6012,196,33370,2014-09-30,1,1648,32.97872340425532,47.80041953850764,0.15882529217860353,0.4584956547797423,18.01618219958046,0.587353910698232
ST. MARY'S,25112,25914,126,322,12867,446,64787,2014-09-30,3,5487,38.76086251871517,39.99876518437341,0.1944834611882013,0.4970132897031812,19.860465834195132,0.6884097118249032
SOMERSET,6437,4774,15,31,1720,101,13078,2014-09-30,1,1567,49.22006423000459,36.50405260743233,0.1146964367640312,0.23703930264566447,13.151858082275577,0.7722893408778101
TALBOT,9676,11197,47,117,4468,222,25727,2014-09-30,9,1899,37.61029268861507,43.522369495082984,0.18268744898355813,0.4547751389590703,17.366968554436973,0.8629066739223383
WASHINGTON,31989,39329,238,429,18158,331,90474,2014-09-30,3,6331,35.35711917235891,43.46994716714194,0.26305900037579855,0.4741693746269647,20.069854322788867,0.36585096270751816
WICOMICO,25431,20703,120,266,10070,541,57131,2014-09-30,13,5811,44.5134865484588,36.23776933713746,0.21004358404368906,0.4655966112968441,17.626157427666243,0.9469464913969649
WORCESTER,14453,14494,76,160,6338,359,35880,2014-09-30,15,4227,40.28149386845039,40.39576365663322,0.21181716833890749,0.4459308807134894,17.664437012263097,1.000557413600892
Total,2043479,954940,8448,14550,662964,34317,3718698,2014-09-30,735,300691,54.951464195264045,25.67941790379321,0.22717628589361116,0.3912659753494368,17.827852651653885,0.9228229880458161
